0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,7.800000000000000000e+02,1.966000000000000000e+03,2.908000000000000000e+03,3.605000000000000000e+03,3.988000000000000000e+03,5.467000000000000000e+03,7.186000000000000000e+03,8.737000000000000000e+03,9.865000000000000000e+03,1.089200000000000000e+04,1.263700000000000000e+04,1.389300000000000000e+04,1.460100000000000000e+04,1.500700000000000000e+04,1.623700000000000000e+04,1.764500000000000000e+04,1.802800000000000000e+04,1.606500000000000000e+04,1.508200000000000000e+04,1.444800000000000000e+04,1.407500000000000000e+04,1.255100000000000000e+04,1.097400000000000000e+04,9.869000000000000000e+03,8.710000000000000000e+03,7.333000000000000000e+03,5.452000000000000000e+03,4.071000000000000000e+03,3.612000000000000000e+03,2.951000000000000000e+03,2.004000000000000000e+03,7.850000000000000000e+02,4.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,7.900000000000000000e+02,2.035000000000000000e+03,3.204000000000000000e+03,3.806000000000000000e+03,4.229000000000000000e+03,5.639000000000000000e+03,7.501000000000000000e+03,9.044000000000000000e+03,1.019500000000000000e+04,1.153900000000000000e+04,1.326300000000000000e+04,1.472500000000000000e+04,1.506000000000000000e+04,1.591000000000000000e+04,1.715500000000000000e+04,1.870800000000000000e+04,1.895700000000000000e+04,1.744300000000000000e+04,1.565400000000000000e+04,1.532700000000000000e+04,1.496500000000000000e+04,1.333900000000000000e+04,1.171600000000000000e+04,1.048400000000000000e+04,9.329000000000000000e+03,7.699000000000000000e+03,5.873000000000000000e+03,4.312000000000000000e+03,3.790000000000000000e+03,3.159000000000000000e+03,2.038000000000000000e+03,8.010000000000000000e+02,4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+01,8.120000000000000000e+02,1.998000000000000000e+03,3.159000000000000000e+03,3.745000000000000000e+03,4.146000000000000000e+03,5.751000000000000000e+03,7.468000000000000000e+03,8.942000000000000000e+03,1.003600000000000000e+04,1.147900000000000000e+04,1.335400000000000000e+04,1.467300000000000000e+04,1.527700000000000000e+04,1.586700000000000000e+04,1.713700000000000000e+04,1.867600000000000000e+04,1.906000000000000000e+04,1.732700000000000000e+04,1.595300000000000000e+04,1.550000000000000000e+04,1.471800000000000000e+04,1.325000000000000000e+04,1.157700000000000000e+04,1.062300000000000000e+04,8.834000000000000000e+03,7.768000000000000000e+03,5.803000000000000000e+03,4.352000000000000000e+03,3.860000000000000000e+03,3.135000000000000000e+03,1.998000000000000000e+03,8.110000000000000000e+02,5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,7.970000000000000000e+02,2.122000000000000000e+03,3.082000000000000000e+03,3.718000000000000000e+03,4.235000000000000000e+03,5.711000000000000000e+03,7.531000000000000000e+03,8.952000000000000000e+03,1.026200000000000000e+04,1.147000000000000000e+04,1.322700000000000000e+04,1.475900000000000000e+04,1.496100000000000000e+04,1.562700000000000000e+04,1.712100000000000000e+04,1.878300000000000000e+04,1.888900000000000000e+04,1.695900000000000000e+04,1.578100000000000000e+04,1.524600000000000000e+04,1.466100000000000000e+04,1.338500000000000000e+04,1.165100000000000000e+04,1.039500000000000000e+04,9.209000000000000000e+03,7.484000000000000000e+03,5.964000000000000000e+03,4.440000000000000000e+03,3.721000000000000000e+03,3.071000000000000000e+03,2.098000000000000000e+03,8.040000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,7.970000000000000000e+02,2.025000000000000000e+03,2.989000000000000000e+03,3.789000000000000000e+03,4.299000000000000000e+03,5.788000000000000000e+03,7.596000000000000000e+03,9.069000000000000000e+03,1.031300000000000000e+04,1.163500000000000000e+04,1.352800000000000000e+04,1.482900000000000000e+04,1.528200000000000000e+04,1.582300000000000000e+04,1.738800000000000000e+04,1.894300000000000000e+04,1.891700000000000000e+04,1.737300000000000000e+04,1.583400000000000000e+04,1.529800000000000000e+04,1.491800000000000000e+04,1.352300000000000000e+04,1.158900000000000000e+04,1.032800000000000000e+04,9.137000000000000000e+03,7.753000000000000000e+03,5.832000000000000000e+03,4.421000000000000000e+03,3.743000000000000000e+03,3.108000000000000000e+03,2.044000000000000000e+03,8.230000000000000000e+02,5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,8.180000000000000000e+02,2.031000000000000000e+03,3.010000000000000000e+03,3.726000000000000000e+03,4.338000000000000000e+03,5.795000000000000000e+03,7.604000000000000000e+03,8.849000000000000000e+03,1.014200000000000000e+04,1.157800000000000000e+04,1.341700000000000000e+04,1.460300000000000000e+04,1.510800000000000000e+04,1.573700000000000000e+04,1.720400000000000000e+04,1.880800000000000000e+04,1.890500000000000000e+04,1.718400000000000000e+04,1.592700000000000000e+04,1.511800000000000000e+04,1.483600000000000000e+04,1.334800000000000000e+04,1.172400000000000000e+04,1.032900000000000000e+04,9.097000000000000000e+03,7.623000000000000000e+03,5.799000000000000000e+03,4.222000000000000000e+03,3.640000000000000000e+03,3.037000000000000000e+03,2.002000000000000000e+03,7.760000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,7.890000000000000000e+02,1.963000000000000000e+03,2.994000000000000000e+03,3.776000000000000000e+03,4.260000000000000000e+03,5.652000000000000000e+03,7.414000000000000000e+03,8.982000000000000000e+03,1.015600000000000000e+04,1.142100000000000000e+04,1.320300000000000000e+04,1.459500000000000000e+04,1.524300000000000000e+04,1.602600000000000000e+04,1.719500000000000000e+04,1.901600000000000000e+04,1.889000000000000000e+04,1.716700000000000000e+04,1.610600000000000000e+04,1.524100000000000000e+04,1.450800000000000000e+04,1.335900000000000000e+04,1.148300000000000000e+04,1.042400000000000000e+04,9.156000000000000000e+03,7.603000000000000000e+03,5.793000000000000000e+03,4.465000000000000000e+03,3.758000000000000000e+03,3.050000000000000000e+03,1.901000000000000000e+03,7.750000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,7.490000000000000000e+02,2.037000000000000000e+03,2.998000000000000000e+03,3.749000000000000000e+03,4.119000000000000000e+03,5.674000000000000000e+03,7.478000000000000000e+03,8.968000000000000000e+03,1.034900000000000000e+04,1.148000000000000000e+04,1.320400000000000000e+04,1.482300000000000000e+04,1.508800000000000000e+04,1.564300000000000000e+04,1.735400000000000000e+04,1.875800000000000000e+04,1.886500000000000000e+04,1.733400000000000000e+04,1.565200000000000000e+04,1.500700000000000000e+04,1.468000000000000000e+04,1.314300000000000000e+04,1.167600000000000000e+04,1.040200000000000000e+04,9.025000000000000000e+03,7.499000000000000000e+03,5.728000000000000000e+03,4.357000000000000000e+03,3.637000000000000000e+03,3.102000000000000000e+03,2.061000000000000000e+03,8.180000000000000000e+02,6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+01,7.760000000000000000e+02,2.051000000000000000e+03,3.100000000000000000e+03,3.750000000000000000e+03,4.160000000000000000e+03,5.747000000000000000e+03,7.534000000000000000e+03,9.109000000000000000e+03,1.022000000000000000e+04,1.138800000000000000e+04,1.309100000000000000e+04,1.477100000000000000e+04,1.494900000000000000e+04,1.585000000000000000e+04,1.724900000000000000e+04,1.855900000000000000e+04,1.867600000000000000e+04,1.702500000000000000e+04,1.570800000000000000e+04,1.523600000000000000e+04,1.467100000000000000e+04,1.316100000000000000e+04,1.141700000000000000e+04,1.022300000000000000e+04,8.881000000000000000e+03,7.427000000000000000e+03,5.728000000000000000e+03,4.281000000000000000e+03,3.792000000000000000e+03,3.086000000000000000e+03,2.036000000000000000e+03,8.140000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,7.860000000000000000e+02,2.009000000000000000e+03,3.017000000000000000e+03,3.729000000000000000e+03,4.311000000000000000e+03,5.815000000000000000e+03,7.523000000000000000e+03,9.002000000000000000e+03,1.022900000000000000e+04,1.156700000000000000e+04,1.329200000000000000e+04,1.458900000000000000e+04,1.502600000000000000e+04,1.601100000000000000e+04,1.721300000000000000e+04,1.834200000000000000e+04,1.865100000000000000e+04,1.724000000000000000e+04,1.582500000000000000e+04,1.530300000000000000e+04,1.466500000000000000e+04,1.333700000000000000e+04,1.154800000000000000e+04,1.028500000000000000e+04,8.897000000000000000e+03,7.606000000000000000e+03,5.739000000000000000e+03,4.408000000000000000e+03,3.789000000000000000e+03,3.135000000000000000e+03,2.118000000000000000e+03,8.200000000000000000e+02,6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
