-0.078,-2.22
-0.128,-1.791
-0.145,-2.799
-0.183,-0.459
-0.173,-2.743
-0.162,-1.366
-0.153,-0.433
-0.223,-0.093
-0.221,-1.576
-0.305,-0.586
-0.286,-0.526
-0.522,-2.102
-0.573,0.451
-0.644,-0.987
-0.608,-1.398
-0.732,0.54
-0.735,-1.143
-0.73,-2.811
-0.76,-2.075
-0.782,-2.466
-0.791,-1.81
-0.821,-1.07
-0.881,-1.587
-1.075,-0.408
-1.051,-1.968
-1.097,-0.518
-1.098,-0.721
-1.089,0.014
-1.116,0.277
-1.148,-0.145
-1.182,-1.533
-1.108,-1.086
-1.215,-1.766
-1.229,-2.822
-1.186,-0.54
-1.264,-1.141
-1.203,0.619
-1.278,-1.766
-1.231,-0.259
-1.25,0.148
-1.424,0.082
-1.455,-1.831
-1.488,-2.998
-1.419,-1.759
-1.512,-0.942
-1.452,0.461
-1.55,-1.71
-1.475,-0.07
-1.577,-2.542
-1.565,-2.008
-1.595,0.659
-1.618,-2.695
-1.679,-1.06
-1.661,-1.343
-1.66,-1.964
-1.796,-1.367
-1.823,-2.342
-1.818,0.716
-1.927,-2.772
-1.866,-0.075
-1.934,-2.595
-2.022,0.688
-2.065,-0.025
-2.094,-0.394
-2.152,-2.684
-2.162,-1.738
-2.106,0.186
-2.192,0.548
-2.192,-1.871
-2.224,-2.702
-2.233,-2.7
-2.19,-1.858
-2.241,-2.415
-2.223,-2.893
-2.247,-1.531
-2.366,0.065
-2.309,-0.132
-2.365,-1.033
-2.458,-3.234
-2.484,0.382
-2.475,-1.308
-2.474,-2.1
-2.686,-0.345
-2.667,0.209
-2.697,-3.024
-2.792,-1.588
-2.811,-1.119
-2.874,-1.303
-2.932,-1.913
-2.987,-1.638
-2.964,-2.68
-3.068,0.002
-3.054,-1.469
3.109,-0.998
3.106,0.12
3.052,-1.655
3.044,-1.624
3.039,-1.487
2.996,-1.92
2.911,0.549
2.977,-2.964
2.934,-1.056
2.838,-1.575
2.827,-1.758
2.829,-1.865
2.811,-3.061
2.792,-1.841
2.687,0.126
2.727,-2.684
2.659,-2.07
2.707,-1.891
2.671,-0.398
2.556,0.145
2.61,0.753
2.488,-2.524
2.477,-0.423
2.474,-3.078
2.538,-0.596
2.472,-1.145
2.444,-1.902
2.398,-0.348
2.392,-0.203
2.453,0.288
2.371,-1.65
2.423,-1.176
2.4,-0.833
2.345,-1.352
2.259,-2.439
2.258,-1.187
2.245,-1.066
2.211,0.753
2.243,-0.279
2.266,-1.683
2.197,-1.238
2.192,0.062
2.095,-2.456
2.073,-0.72
1.973,-1.099
1.957,-1.136
1.939,0.704
2.0,-1.388
1.902,-2.047
1.949,-2.534
1.919,-2.413
1.901,-2.218
1.871,-0.075
1.842,-2.571
1.816,-1.048
1.8,-0.881
1.753,-2.069
1.763,-0.528
1.667,-3.047
1.664,0.5
1.649,0.405
1.68,0.244
1.636,-0.386
1.54,-2.065
1.601,0.294
1.446,-1.263
1.462,0.029
1.508,0.782
1.483,0.195
1.413,-1.066
1.397,-1.647
1.29,0.694
1.189,0.435
1.24,-0.456
1.105,-1.922
1.064,-1.597
1.003,-2.081
0.985,-1.271
0.976,-0.281
0.815,-0.421
0.848,-1.641
0.739,-2.666
0.507,-2.59
0.408,-2.487
0.477,-2.352
0.356,-2.755
0.337,-0.189
0.374,0.549
0.373,-2.993
0.31,-1.15
0.308,-1.123
0.162,-0.946
0.156,-1.889
0.087,-1.808
0.062,-0.979
0.083,-1.088
0.058,-0.933
-0.024,-3.029
-0.688,-3.487
-0.935,-3.439
-1.471,-3.184
-1.821,-3.361
-2.497,-3.226
-2.633,-3.368
2.629,-3.394
2.168,-3.525
0.659,-3.469
0.251,-3.247
-1.397,0.874
-1.418,1.242
-1.556,1.132
-1.655,1.179
-1.835,0.903
-2.474,1.201
2.207,0.996
2.17,0.824
1.534,1.14
0.821,1.28
-0.048,1.178
-0.658,-1.656
-1.29,0.4
-3.109,-0.179
2.848,-2.63
2.521,-0.845
2.546,-2.577
1.529,-2.446
-0.818,-3.324
2.424,-3.457
0.0,0.85
-1.908,0.833
-2.496,0.886
-2.786,1.158
2.776,0.935
1.553,0.884
0.315,0.912
-0.201,-2.789
-0.128,-0.902
-0.192,-1.726
-0.185,-2.448
-0.379,-2.251
-0.384,-0.992
-0.51,-1.007
-0.616,-1.607
-0.654,-0.079
-0.669,-0.259
-0.629,-1.69
-0.911,-2.569
-0.907,-0.097
-0.953,0.37
-1.091,-0.916
-1.155,-1.546
-1.173,-0.484
-1.195,0.624
-1.241,0.535
-1.131,-1.977
-1.321,-1.797
-1.21,-0.77
-1.217,-2.99
-1.299,-2.682
-1.479,0.484
-1.582,-2.003
-1.535,-0.136
-1.553,-0.291
-1.562,-3.089
-1.735,0.495
-1.745,-0.43
-1.865,-1.426
-1.762,-1.564
-1.82,-2.882
-1.972,-3.054
-2.107,0.765
-2.154,-1.374
-2.412,-2.482
-2.4,-1.222
-2.402,-0.983
-2.487,-3.048
-2.546,-2.684
-2.559,0.27
-2.593,-1.775
-2.585,-0.127
-2.732,-0.198
-2.652,-0.331
-2.847,-3.0
-2.971,-1.311
-2.918,-0.796
-3.081,-0.589
-2.973,-1.802
-3.101,-0.481
3.027,-0.143
3.085,-2.344
2.863,-0.119
2.719,-1.714
2.761,-1.82
2.726,-1.437
2.62,-3.11
2.333,-2.303
2.396,-0.948
2.304,-1.174
2.264,-0.268
2.16,-2.626
2.267,-1.801
2.062,-3.154
2.041,0.792
2.025,-0.59
2.071,-3.041
1.888,-2.904
1.903,-0.686
1.936,-1.054
1.935,-0.468
1.724,-0.338
1.696,-0.229
1.634,-0.558
1.738,-2.477
1.743,-3.058
1.549,0.758
1.636,-1.946
1.582,-2.069
1.417,-2.783
1.518,-0.318
1.482,-2.601
1.347,-0.397
1.265,-2.032
1.298,-0.794
1.272,-1.701
1.16,-1.792
1.155,0.724
0.968,-2.611
