-0.122,0.527
-0.11,1.555
-0.14,1.752
-0.169,0.822
-0.169,2.783
-0.249,2.394
-0.278,0.157
-0.31,2.148
-0.336,0.21
-0.325,0.045
-0.396,-0.714
-0.427,0.491
-0.51,0.301
-0.506,0.184
-0.508,-0.144
-0.516,2.095
-0.574,0.587
-0.53,1.518
-0.615,2.076
-0.581,1.999
-0.639,0.723
-0.571,0.857
-0.591,2.817
-0.633,0.727
-0.647,1.515
-0.782,0.808
-0.802,0.4
-0.829,0.459
-0.84,0.564
-0.919,0.326
-0.866,3.13
-1.129,-0.481
-1.142,-0.346
-1.18,2.402
-1.226,-0.026
-1.239,1.375
-1.559,-0.055
-1.69,-0.601
-1.73,1.931
-1.833,0.204
-2.072,1.616
-2.003,1.378
-2.086,-0.186
-2.027,1.019
-2.088,1.318
-2.252,0.491
-2.301,2.79
-2.397,1.473
-2.43,1.324
-2.429,2.035
-2.403,0.021
-2.484,1.999
-2.501,2.406
-2.479,0.543
-2.582,0.221
-2.638,2.843
-2.697,-0.119
-2.638,2.396
-2.708,0.92
-2.737,1.431
-2.673,-0.443
-2.761,0.085
-2.718,-0.436
-2.785,2.638
-2.757,1.777
-2.826,3.005
-2.789,0.776
-2.79,0.335
-2.796,0.764
-2.843,3.083
-2.828,1.603
-2.831,0.183
-2.854,0.504
-2.882,2.137
-2.871,1.762
-2.951,1.017
-2.894,0.919
-3.01,2.05
-3.006,0.619
-3.049,1.497
-2.988,0.726
-3.046,1.397
-3.1,1.817
-3.124,0.446
-3.056,0.08
3.131,0.049
3.072,2.925
3.043,0.423
3.011,2.608
2.941,2.25
2.941,0.911
2.977,1.859
2.973,2.344
2.884,0.94
2.857,2.874
2.924,2.36
2.928,1.143
2.82,2.865
2.88,1.154
2.839,0.954
2.741,2.865
2.712,2.399
2.633,2.261
2.601,1.587
2.604,2.618
2.563,1.083
2.482,-0.371
2.542,0.738
2.404,0.003
2.464,3.134
2.466,1.8
2.363,0.163
2.341,0.942
2.245,0.417
2.267,1.91
2.261,0.857
2.253,0.043
2.181,-0.504
2.12,0.246
2.033,2.831
2.05,0.436
1.992,0.034
1.915,0.637
1.88,0.378
1.931,3.045
1.844,3.178
1.815,0.043
1.734,0.683
1.733,0.136
1.646,1.344
1.713,0.156
1.678,0.662
1.557,0.958
1.535,0.969
1.502,0.152
1.478,1.989
1.452,2.458
1.423,-0.488
1.371,1.456
1.298,1.057
1.318,1.464
1.233,1.429
1.238,1.477
