-0.08,-0.318
-0.16,-0.867
-0.108,-0.192
-0.183,0.141
-0.178,-0.243
-0.12,-2.414
-0.21,-1.242
-0.145,-1.049
-0.179,0.159
-0.267,-0.411
-0.215,-2.692
-0.282,-2.011
-0.368,-1.301
-0.324,-1.063
-0.327,-1.085
-0.519,-2.392
-0.469,0.118
-0.54,0.869
-0.512,0.028
-0.533,-1.474
-0.559,-0.463
-0.585,0.206
-0.659,1.051
-0.593,1.137
-0.65,-0.585
-0.79,-0.455
-0.829,1.138
-0.775,-2.778
-0.877,-0.104
-0.882,-1.854
-0.867,-1.712
-0.96,-1.513
-0.928,-0.78
-1.025,0.472
-1.025,-1.609
-0.975,-2.708
-0.979,0.364
-0.995,0.707
-1.05,-2.315
-1.111,-0.718
-1.086,0.528
-1.087,-2.689
-1.206,-0.818
-1.207,-1.085
-1.323,-0.964
-1.385,-0.733
-1.325,0.357
-1.413,-2.055
-1.355,-2.365
-1.404,-2.214
-1.46,-1.207
-1.606,-0.439
-1.616,0.962
-1.544,-0.082
-1.604,0.187
-1.599,0.457
-1.738,-2.285
-1.734,1.11
-1.721,-1.478
-1.74,0.444
-1.839,0.148
-1.849,-1.048
-1.809,-1.195
-1.92,-2.032
-1.837,-1.46
-1.868,-1.414
-1.916,0.981
-1.987,1.058
-1.976,1.068
-2.004,-1.496
-2.009,-1.331
-2.072,-1.274
-2.064,-1.304
-2.064,0.28
-2.035,-1.421
-2.037,-1.484
-2.125,-0.597
-2.16,0.937
-2.224,-2.699
-2.13,0.251
-2.215,-0.073
-2.158,0.203
-2.251,-1.344
-2.294,-2.079
-2.288,-1.581
-2.312,0.851
-2.613,-1.225
-2.561,-1.113
-2.632,-1.453
-2.74,-0.864
-2.796,0.15
-2.853,-0.857
-2.966,-1.173
-2.947,0.931
-3.05,-1.409
3.134,-0.968
-3.103,1.183
-3.124,0.107
3.053,-1.612
3.057,-1.939
3.083,-1.774
2.952,-0.982
3.008,-0.25
2.941,0.128
2.875,0.417
2.806,-0.928
2.815,0.205
2.761,-1.536
2.699,-2.136
2.538,-0.29
2.334,1.166
2.373,-0.307
2.308,-1.261
2.34,-0.974
2.298,0.102
2.29,-0.677
2.33,-1.394
2.311,-1.86
2.243,0.879
2.239,-1.289
2.184,-1.962
2.226,0.395
2.165,-2.655
2.156,-0.453
2.126,-2.146
2.127,-1.208
2.108,-1.148
2.054,-1.156
2.088,-2.637
1.999,-0.471
1.996,-0.242
1.987,1.177
1.978,-1.582
2.044,0.612
2.022,-0.446
2.007,-0.307
