0.000000000000000000e+00,0.000000000000000000e+00,2.490000000000000000e+02,1.561900000000000000e+04,4.472700000000000000e+04,6.451500000000000000e+04,8.007900000000000000e+04,1.165790000000000000e+05,1.549150000000000000e+05,1.839580000000000000e+05,2.219950000000000000e+05,2.566200000000000000e+05,2.718260000000000000e+05,2.920320000000000000e+05,3.287680000000000000e+05,3.309420000000000000e+05,2.914620000000000000e+05,2.718520000000000000e+05,2.567390000000000000e+05,2.193970000000000000e+05,1.848650000000000000e+05,1.548240000000000000e+05,1.167660000000000000e+05,7.952200000000000000e+04,6.353200000000000000e+04,4.484400000000000000e+04,1.567800000000000000e+04,2.810000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.740000000000000000e+02,1.550600000000000000e+04,4.429200000000000000e+04,6.345700000000000000e+04,7.845200000000000000e+04,1.147110000000000000e+05,1.524500000000000000e+05,1.819210000000000000e+05,2.175750000000000000e+05,2.530180000000000000e+05,2.664290000000000000e+05,2.877870000000000000e+05,3.226890000000000000e+05,3.257890000000000000e+05,2.885580000000000000e+05,2.682290000000000000e+05,2.542430000000000000e+05,2.161220000000000000e+05,1.826990000000000000e+05,1.523640000000000000e+05,1.145850000000000000e+05,7.887600000000000000e+04,6.337000000000000000e+04,4.464700000000000000e+04,1.539600000000000000e+04,2.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.550000000000000000e+02,1.538900000000000000e+04,4.417500000000000000e+04,6.313400000000000000e+04,7.872700000000000000e+04,1.139220000000000000e+05,1.518780000000000000e+05,1.812830000000000000e+05,2.168310000000000000e+05,2.535130000000000000e+05,2.670610000000000000e+05,2.868900000000000000e+05,3.241350000000000000e+05,3.245440000000000000e+05,2.883190000000000000e+05,2.679770000000000000e+05,2.533520000000000000e+05,2.164360000000000000e+05,1.829690000000000000e+05,1.523920000000000000e+05,1.146660000000000000e+05,7.922000000000000000e+04,6.315500000000000000e+04,4.435500000000000000e+04,1.554800000000000000e+04,2.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.070000000000000000e+02,1.524600000000000000e+04,4.422800000000000000e+04,6.365000000000000000e+04,7.867700000000000000e+04,1.145860000000000000e+05,1.520160000000000000e+05,1.815960000000000000e+05,2.166950000000000000e+05,2.522830000000000000e+05,2.668860000000000000e+05,2.875600000000000000e+05,3.230590000000000000e+05,3.257580000000000000e+05,2.872500000000000000e+05,2.681090000000000000e+05,2.526650000000000000e+05,2.163890000000000000e+05,1.824350000000000000e+05,1.530360000000000000e+05,1.152160000000000000e+05,7.911300000000000000e+04,6.304600000000000000e+04,4.435800000000000000e+04,1.559000000000000000e+04,2.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.020000000000000000e+02,1.554200000000000000e+04,4.479400000000000000e+04,6.444400000000000000e+04,7.944700000000000000e+04,1.159190000000000000e+05,1.541620000000000000e+05,1.841690000000000000e+05,2.202000000000000000e+05,2.563690000000000000e+05,2.716730000000000000e+05,2.923850000000000000e+05,3.306230000000000000e+05,3.314910000000000000e+05,2.939100000000000000e+05,2.714540000000000000e+05,2.564150000000000000e+05,2.203810000000000000e+05,1.857350000000000000e+05,1.548050000000000000e+05,1.163710000000000000e+05,8.010100000000000000e+04,6.454300000000000000e+04,4.452800000000000000e+04,1.575000000000000000e+04,2.910000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.930000000000000000e+02,1.549700000000000000e+04,4.566800000000000000e+04,6.501700000000000000e+04,8.139400000000000000e+04,1.177800000000000000e+05,1.554870000000000000e+05,1.860830000000000000e+05,2.228010000000000000e+05,2.591850000000000000e+05,2.755910000000000000e+05,2.961510000000000000e+05,3.338370000000000000e+05,3.361330000000000000e+05,2.970600000000000000e+05,2.758580000000000000e+05,2.597790000000000000e+05,2.219310000000000000e+05,1.870980000000000000e+05,1.571600000000000000e+05,1.181000000000000000e+05,8.136500000000000000e+04,6.472000000000000000e+04,4.503600000000000000e+04,1.577700000000000000e+04,2.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.090000000000000000e+02,1.598100000000000000e+04,4.592400000000000000e+04,6.644500000000000000e+04,8.298600000000000000e+04,1.205610000000000000e+05,1.607520000000000000e+05,1.908120000000000000e+05,2.278710000000000000e+05,2.641330000000000000e+05,2.815990000000000000e+05,3.032730000000000000e+05,3.431840000000000000e+05,3.450500000000000000e+05,3.044480000000000000e+05,2.822060000000000000e+05,2.652970000000000000e+05,2.271100000000000000e+05,1.915580000000000000e+05,1.603760000000000000e+05,1.204950000000000000e+05,8.255800000000000000e+04,6.600800000000000000e+04,4.609100000000000000e+04,1.629000000000000000e+04,3.140000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.390000000000000000e+02,1.636800000000000000e+04,4.679100000000000000e+04,6.692600000000000000e+04,8.412200000000000000e+04,1.224580000000000000e+05,1.620510000000000000e+05,1.934790000000000000e+05,2.313680000000000000e+05,2.694590000000000000e+05,2.862820000000000000e+05,3.089870000000000000e+05,3.507720000000000000e+05,3.518470000000000000e+05,3.096960000000000000e+05,2.869100000000000000e+05,2.690820000000000000e+05,2.307760000000000000e+05,1.935850000000000000e+05,1.627040000000000000e+05,1.222370000000000000e+05,8.378600000000000000e+04,6.660300000000000000e+04,4.666300000000000000e+04,1.643500000000000000e+04,3.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.380000000000000000e+02,1.657600000000000000e+04,4.735000000000000000e+04,6.824500000000000000e+04,8.500900000000000000e+04,1.237090000000000000e+05,1.643470000000000000e+05,1.969470000000000000e+05,2.345460000000000000e+05,2.736960000000000000e+05,2.922860000000000000e+05,3.172310000000000000e+05,3.581970000000000000e+05,3.616190000000000000e+05,3.174060000000000000e+05,2.919350000000000000e+05,2.746530000000000000e+05,2.345420000000000000e+05,1.971400000000000000e+05,1.644780000000000000e+05,1.238230000000000000e+05,8.476900000000000000e+04,6.773600000000000000e+04,4.727200000000000000e+04,1.649400000000000000e+04,2.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+02,1.673300000000000000e+04,4.786500000000000000e+04,6.886200000000000000e+04,8.628000000000000000e+04,1.252360000000000000e+05,1.670000000000000000e+05,1.988480000000000000e+05,2.386770000000000000e+05,2.779620000000000000e+05,2.961190000000000000e+05,3.219840000000000000e+05,3.683380000000000000e+05,3.699840000000000000e+05,3.218550000000000000e+05,2.962500000000000000e+05,2.778430000000000000e+05,2.378090000000000000e+05,1.996990000000000000e+05,1.672320000000000000e+05,1.255760000000000000e+05,8.618100000000000000e+04,6.850200000000000000e+04,4.780700000000000000e+04,1.676000000000000000e+04,3.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
