2.779,-0.895,-3.066,-1
1.293,1.185,-3.069,-1
0.897,1.48,-2.949,1
1.187,0.037,-2.904,1
1.465,0.324,-2.968,-1
1.112,-1.343,-2.925,-1
2.136,-0.154,-2.861,1
1.264,-0.426,-2.811,1
2.248,-1.014,-2.848,-1
1.052,-0.745,-2.777,1
1,0.781,-2.774,1
1.108,-1.523,-2.821,-1
1.715,0.83,-2.749,1
1.002,0.227,-2.72,-1
2.13,-1.652,-2.58,1
0.953,-0.121,-2.535,1
1.075,-0.413,-2.46,1
0.897,0.83,-2.541,-1
1.199,1.187,-2.51,-1
1.693,-1.689,-2.495,-1
1.712,-0.42,-2.383,-1
1.895,0.69,-2.314,1
0.959,0.774,-2.386,-1
0.921,-0.615,-2.256,1
3.258,-1.443,-2.224,-1
1.012,-1.814,-2.155,1
1.12,-1.441,-2.17,-1
3.182,0.857,-2.104,1
1.474,-0.432,-2.135,-1
1.741,-1.663,-2.068,-1
0.978,0.249,-1.829,1
1.59,0.383,-1.825,1
1.067,1.888,-1.778,1
1.248,-0.776,-1.602,-1
1.522,-0.153,-1.537,-1
1.435,-1.558,-1.413,1
1.004,-2.023,-1.366,1
1.767,-0.764,-1.377,-1
1.189,1.471,-1.353,-1
1.397,-0.602,-1.341,-1
3.455,-0.654,-1.295,-1
1.423,0.86,-1.22,1
1.181,-0.138,-1.195,1
2.315,0.79,-1.248,-1
1.11,1.185,-1.233,-1
5.644,-0.341,-1.162,1
2.63,-0.613,-1.143,1
1.78,-0.206,-1.108,1
2.942,-0.24,-1.106,1
1.044,-0.504,-1.077,1
1.044,-1.944,-1.147,-1
1.912,-0.38,-1.095,-1
1.971,1.25,-1.021,-1
1.46,-1.054,-0.974,-1
1.075,-1.447,-0.962,-1
0.983,-1.084,-0.947,-1
0.817,-2.053,-0.885,-1
2.025,-0.391,-0.806,1
0.949,0.315,-0.781,1
2.662,0.766,-0.796,-1
1.564,-0.766,-0.753,1
1.21,0.526,-0.809,-1
1.274,-1.201,-0.67,-1
2.222,-0.671,-0.605,-1
1.108,-0.322,-0.453,1
1.913,-0.976,-0.462,1
1.192,-1.826,-0.516,-1
1.008,-1.892,-0.428,1
1.43,1.265,-0.402,1
1.073,-0.123,-0.468,-1
1.238,-1.637,-0.427,-1
1.543,-0.091,-0.319,-1
1.355,1.921,-0.321,-1
0.968,-0.149,-0.32,-1
0.931,-0.197,-0.186,1
1.558,-1.965,-0.222,-1
1.005,-0.286,-0.149,1
1.34,1.206,-0.057,1
1.024,-0.871,-0.125,-1
1,-0.31,-0.005,-1
1.232,0.529,0.075,1
1.399,1.608,0.075,-1
1.344,-0.006,0.166,1
1.571,-1.336,0.22,1
1.28,-1.293,0.234,1
0.889,0.437,0.155,-1
0.885,0.178,0.17,-1
1.547,1.757,0.305,1
0.937,0.757,0.34,1
1.081,0.643,0.401,1
2.896,-1.686,0.436,-1
1.317,-0.405,0.504,-1
0.935,0.799,0.651,1
1.686,0.45,0.632,1
