1.605,-0.963,-3.132,-1
1.095,-2.091,-3.057,1
1.932,-0.089,-3.047,-1
0.977,-1.174,-2.924,1
1.477,-1.434,-2.993,-1
1.37,0.29,-2.925,-1
1.55,0.973,-2.892,-1
1.024,-0.254,-2.881,-1
2.68,-0.246,-2.847,-1
2.501,0.7,-2.697,1
1.9,-0.11,-2.665,-1
0.96,1.716,-2.546,1
1.217,1.686,-2.566,-1
1.309,-1.265,-2.551,-1
1.908,-1.783,-2.464,-1
2.201,1.635,-2.394,1
1.053,-0.252,-2.426,-1
0.937,0.726,-2.339,1
1.574,-1.307,-2.397,-1
1.686,-0.653,-2.338,1
0.901,1.566,-2.257,1
1.038,1.678,-2.215,1
1.223,0.671,-2.222,1
2.84,0.954,-2.204,-1
1.434,-0.845,-2.093,1
2.435,-0.101,-1.975,1
1.197,-1.414,-2.022,-1
1.914,1.649,-1.913,1
0.975,-0.621,-1.819,1
1,-1.773,-1.76,1
1.302,1.79,-1.749,1
2.194,-1.961,-1.685,-1
1.761,-1.307,-1.638,1
2.117,0.056,-1.641,1
0.962,-1.124,-1.582,1
1.615,1.676,-1.463,1
1.052,-1.752,-1.357,1
1.692,-0.002,-1.412,-1
1.596,-2.015,-1.337,1
0.965,1.668,-1.282,1
1.384,-1.818,-1.305,-1
1.533,0.432,-1.163,1
1.028,-0.712,-1.207,-1
1.191,1.66,-1.171,-1
1.058,1.244,-1.083,1
1.659,0.362,-1.086,1
2.616,-0.566,-1.076,1
0.938,1.121,-1.106,-1
0.999,1.694,-1.09,-1
1.04,-0.228,-1.033,-1
1.11,-1.546,-0.856,1
1.089,1.737,-0.913,-1
1.235,-0.238,-0.886,-1
1.149,0.297,-0.865,-1
1.076,-1.247,-0.859,-1
1.591,-0.496,-0.827,-1
1.775,-0.363,-0.812,-1
1.247,-0.04,-0.756,1
2.427,0.435,-0.794,-1
1.722,-0.636,-0.715,-1
1.009,1.306,-0.71,-1
1.746,-0.231,-0.664,-1
1.768,0.065,-0.543,1
1.462,-0.594,-0.505,1
3.992,-0.304,-0.489,-1
2.318,-0.066,-0.477,-1
1.35,-1.016,-0.466,-1
1.601,1.515,-0.454,-1
1.062,0.002,-0.456,-1
3.232,1.426,-0.423,-1
0.845,-2.013,-0.407,-1
1.564,0.654,-0.262,1
2.069,1.586,-0.225,-1
0.979,-1.396,-0.192,-1
1.179,0.414,-0.165,-1
1.475,-1.279,-0.088,1
1.044,0.721,-0.149,-1
1.285,-0.864,-0.118,-1
0.979,0.8,-0.113,-1
1.268,-1.559,-0.073,-1
0.91,-0.3,0.122,1
1.874,-0.19,0.225,1
1.419,-0.374,0.278,1
2.304,-1.284,0.285,-1
1.351,-0.813,0.346,1
1.319,0.84,0.312,-1
1.107,1.243,0.413,1
1.207,-1.578,0.403,-1
2.221,-1.673,0.464,-1
2.522,-1.828,0.623,1
4.928,1.486,0.728,1
0.948,-1.009,0.783,1
2.718,1.637,0.89,-1
1.768,1.195,0.95,1
1.281,-0.121,1.135,1
1.043,0.836,1.063,-1
1.249,1.607,1.141,1
1.002,1.548,1.12,-1
1.185,0.97,1.323,-1
0.999,-0.657,1.435,-1
1.753,-0.309,1.656,1
1.212,-0.58,1.669,1
1.086,0.161,1.615,-1
1.127,-0.171,1.621,-1
1.804,-0.001,1.646,-1
2.21,0.021,1.685,1
1.224,0.907,1.685,-1
1.128,0.284,1.687,-1
0.971,-0.31,1.764,1
0.915,-0.594,1.781,1
1.043,-1.357,1.719,-1
1.152,1.645,1.802,1
1.64,0.52,1.791,1
1.168,-1.701,1.808,1
1.785,-0.87,1.794,-1
1.292,0.075,1.824,-1
1.019,0.429,1.963,1
1.196,-1.309,1.918,-1
1.045,0.302,1.928,-1
1.343,-0.586,1.963,-1
0.937,-0.886,2.12,1
1.79,-0.144,2.204,1
1.697,-0.453,2.171,-1
1.453,-1.346,2.235,1
1.111,-1.128,2.211,-1
1.49,0.307,2.228,-1
1.628,-0.706,2.249,-1
1.317,-0.663,2.319,1
1.185,1.07,2.25,-1
0.99,1.11,2.247,-1
1.09,1.575,2.438,1
1.326,1.538,2.47,-1
1.066,-0.337,2.537,-1
1.45,1.013,2.549,-1
1.173,-0.445,2.667,1
1.895,1.319,2.625,-1
1.963,-0.199,2.634,-1
5.917,-0.277,2.773,-1
1.033,0.112,2.782,-1
1.509,-0.391,2.827,-1
3.183,-0.046,2.946,1
1.976,-0.871,3.042,1
0.98,0.996,3.009,-1
2.583,1.923,-3.05,-1
1.335,2.282,-2.103,-1
1.07,2.1,-1.873,1
0.926,1.91,-1.673,1
2.157,1.925,-1.346,-1
1.107,2.167,-0.937,1
2.089,2.207,-0.243,1
0.996,2.254,-0.068,-1
2.075,2.102,0.627,-1
1.167,2.137,1.074,1
1.792,2.093,1.428,-1
0.999,2.249,1.69,-1
3.417,2.197,2.172,-1
1.47,2.222,2.531,-1
1.296,2.061,2.725,-1
0.889,-2.03,-2.325,1
2.032,-2.217,-1.527,1
1.266,-2.37,-0.409,-1
2.09,-2.323,0.523,1
1.618,-2.277,0.574,1
0.882,-2.209,0.7,1
1.097,-2.314,1.382,1
1.113,-2.428,1.6,-1
1.247,-2.519,1.612,-1
1.013,-2.363,2.131,-1
0.853,-1.019,-1.594,1
1.148,1.699,-1.411,-1
1.026,-0.422,-0.604,1
2.163,0.43,0.515,-1
1.577,-1.557,2.024,-1
0.941,1.806,2.582,1
1.995,1.56,2.632,-1
0.839,0.842,2.681,-1
0.758,2.118,-0.546,1
0.861,-0.998,-3.131,-1
0.851,-0.279,-3.019,1
0.689,1.72,-2.979,1
0.821,0.508,-2.987,1
0.687,-1.858,-3.027,-1
0.86,1.152,-2.872,1
0.554,0.068,-2.842,1
0.629,-1.313,-2.945,-1
0.864,1.529,-2.921,-1
0.797,0.013,-2.762,1
0.833,-1.443,-2.721,-1
0.774,0.667,-2.706,-1
0.779,-1.823,-2.583,1
0.914,0.035,-2.616,-1
0.915,0.432,-2.393,1
0.71,0.257,-2.279,1
0.743,-0.213,-2.248,1
0.705,-1.728,-2.245,-1
0.573,-0.179,-1.995,1
0.777,-2.04,-2.09,-1
0.695,-0.286,-2.001,-1
0.818,1.573,-1.9,-1
0.903,-2.138,-1.69,1
0.682,1.767,-1.592,-1
0.676,0.612,-1.397,1
0.554,-1.856,-1.344,-1
0.831,-0.514,-1.279,-1
0.848,-0.24,-1.111,1
0.621,-0.094,-1.069,1
0.491,-0.602,-1.21,-1
0.762,0.519,-1.014,1
0.693,-0.758,-0.976,1
0.755,-0.844,-0.948,1
0.718,0.722,-0.899,1
0.709,-0.769,-0.97,-1
0.679,0.261,-0.958,-1
0.507,1.741,-0.782,1
0.581,0.603,-0.788,1
0.749,-1.933,-0.901,-1
0.717,-0.281,-0.717,1
0.841,0.987,-0.592,1
0.623,1.237,-0.551,1
0.826,-1.068,-0.57,-1
0.573,0.543,-0.515,-1
0.873,0.125,-0.446,-1
0.628,0.276,-0.45,-1
2.354,0.771,-0.356,1
0.651,1.836,-0.254,1
0.499,-1.559,-0.32,-1
0.733,0.741,-0.221,-1
0.629,0.315,-0.079,1
0.658,0.283,-0.154,-1
0.65,-2.052,0.056,1
0.778,0.817,0.003,-1
0.9,0.144,0.099,-1
0.703,0.045,0.21,1
0.566,-0.67,0.265,1
0.553,-2.149,0.263,1
0.93,0.847,0.297,1
0.626,-0.282,0.485,1
0.804,0.468,0.418,-1
0.758,0.79,0.578,1
0.746,1.482,0.603,-1
0.716,0.438,0.745,1
0.531,-0.29,0.788,1
0.694,-1.452,0.854,1
0.879,-0.424,0.868,1
0.851,-1.682,0.87,-1
2.23,0.592,0.943,1
0.786,1.737,0.986,1
0.605,-0.563,1.036,1
0.597,-0.299,1.059,-1
0.718,-1.682,1.112,-1
0.766,-0.482,1.261,1
0.842,0.947,1.311,1
0.754,-0.862,1.343,1
0.722,0.623,1.405,1
0.747,-0.561,1.363,-1
0.537,-1.534,1.536,1
0.567,-0.777,1.52,-1
0.514,-2.172,1.546,-1
0.814,0.556,1.7,1
0.687,-1.515,1.591,-1
0.867,0.606,1.615,-1
0.723,-1.808,1.757,-1
0.536,0.449,1.754,-1
0.51,-1.924,1.825,-1
0.854,-0.894,1.903,-1
0.849,-1.754,1.936,-1
0.586,1.478,2.154,1
0.495,0.195,2.26,1
0.646,0.066,2.187,-1
0.635,1.7,2.367,1
0.662,-0.217,2.452,-1
0.647,-0.274,2.627,1
0.569,0.31,2.687,1
0.786,0.106,2.694,-1
0.745,0.296,2.698,-1
0.495,0.31,2.879,1
0.633,-0.598,2.929,-1
0.504,0.667,2.995,-1
0.665,1.918,-3.021,-1
0.782,1.979,-2.067,1
0.727,1.764,-1.656,-1
0.7,2.088,-1.582,-1
0.493,2.196,-1.072,-1
0.566,2.066,0.007,-1
0.513,2.102,1.725,-1
0.955,1.933,2.343,1
0.525,-2.444,-1.103,1
0.648,-2.309,-1.223,-1
0.863,-2.378,-0.887,1
0.838,-2.167,-0.839,1
1.006,-2.246,-0.719,1
0.707,-2.313,-0.478,1
0.561,-2.417,-0.589,-1
0.741,-2.241,-0.32,1
0.803,-2.423,0.177,-1
0.737,-2.38,0.678,1
0.815,-2.443,2.308,1
0.83,-2.063,2.413,1
0.773,-2.365,2.479,1
0.633,-2.406,3.117,1
1.207,0.105,-1.637,-1
1.358,-0.465,-1.455,-1
1.524,0.153,-0.94,-1
1.564,1.751,0.188,1
1.567,-0.489,1.474,1
1.684,0.237,-1.851,1
1.146,1.423,-1.705,-1
1.6,-1.715,-1.353,-1
1.112,1.018,0.447,-1
1.04,-0.812,1.374,-1
1.47,-1.012,1.521,1
1.208,-0.679,1.591,-1
1.047,0.237,1.879,-1
1.636,1.5,2.511,1
0.933,-1.666,2.57,1
1.32,-1.742,2.682,1
2.74,1.459,-0.165,-1
1.494,0.371,1.104,1
1.47,-0.965,1.983,1
