1.316,-0.801,-3.056,1
1.54,-0.382,-3.105,-1
1.116,-0.653,-3.035,1
3.461,-1.235,-3.048,-1
1.2,-1.2,-3.061,-1
1.273,-2.01,-2.913,1
2.657,-0.882,-2.945,-1
0.91,-1.428,-2.859,-1
2.246,1.5,-2.74,1
0.979,0.437,-2.803,-1
1.031,0.247,-2.765,-1
1.115,-1.078,-2.649,1
3.014,1.632,-2.563,1
0.97,-1.099,-2.527,1
2.03,-0.073,-2.516,1
1.614,0.375,-2.537,-1
1.009,0.003,-2.413,-1
2.427,0.566,-2.222,-1
0.933,0.133,-2.235,-1
3.508,0.718,-2.176,1
2.421,0.721,-2.156,1
1.005,-1.326,-2.203,-1
1.118,-0.906,-2.159,-1
0.906,-1.876,-2.163,-1
1.656,0.827,-2.042,-1
2.903,0.673,-1.935,1
1.405,0.019,-1.898,1
1.089,0.101,-1.957,-1
1.176,1.149,-1.674,1
0.916,1.528,-1.754,-1
1.561,-0.009,-1.685,-1
1.465,0.553,-1.625,1
0.984,1.271,-1.591,-1
1.059,0.145,-1.503,-1
1.622,-0.542,-1.387,1
0.937,-1.494,-1.306,1
1.117,-0.47,-1.264,1
2.021,-1.263,-1.246,1
1.167,0.383,-1.267,-1
1.684,1.523,-1.206,1
1.425,-1.67,-1.123,1
1.349,0.266,-1.103,-1
3.021,-0.564,-0.915,-1
1.046,-1.688,-0.914,-1
1.12,-0.861,-0.81,1
1.117,-2.151,-0.781,1
2.376,-0.592,-0.726,1
1.145,-1.252,-0.699,1
1.408,0.006,-0.687,1
1.996,-0.806,-0.679,-1
1.269,-0.44,-0.585,-1
1.105,-0.042,-0.388,1
1.072,0.546,-0.36,1
2.139,0.094,-0.359,1
1.356,-0.756,-0.157,1
1.32,-1.027,-0.152,1
1.179,0.918,-0.211,-1
1.278,0.914,-0.16,-1
1.746,-0.593,-0.098,1
1.425,0.754,-0.078,1
1.096,-0.027,-0.061,1
1.279,-0.003,-0.128,-1
1.114,-2.013,-0.125,-1
0.99,-1.875,-0.034,1
1.778,1.188,0.048,-1
0.994,-1.978,0.038,-1
0.916,-1.038,0.126,1
0.924,-0.571,0.17,1
0.982,1.552,0.112,-1
1.303,-0.357,0.153,-1
1.584,0.96,0.23,-1
1.033,-1.904,0.312,1
1.115,0.217,0.447,1
1.072,-1.821,0.461,1
1.106,-1.637,0.506,1
1.356,-0.786,0.513,1
1.186,-0.055,0.465,-1
0.971,-0.553,0.474,-1
0.921,0.779,0.551,-1
0.913,0.075,0.653,1
1.103,-0.672,0.694,-1
1.43,-1.675,0.863,-1
1.479,-1.954,0.933,1
1.416,-2.102,0.915,-1
1.024,-1.401,1.026,1
1.554,-2.302,1.011,-1
1.087,-1.367,1.119,1
2.026,0.461,1.082,-1
0.848,1.128,1.061,-1
1.923,-1.033,1.145,-1
2.813,-1.987,1.163,-1
1.253,-1.625,1.287,-1
1.014,-0.879,1.395,1
